id_hogar,ingreso_mensual_hogar,estrato_socioeconomico,recibe_subsidio,numero_integrantes_hogar,numero_menores_hogar,adulto_mayor_hogar,persona_con_discapacidad_hogar,acceso_internet_estable,acceso_servicios_basicos_completo,riesgo_habitacional,tiempo_desplazamiento_cabecera_min,distancia_centro_salud_min,inasistencia_escolar_hogar,nivel_educativo_jefe_hogar,barrio
H02049,1681100,2,0,4,0,0,0,0,1,3,55,22,0,1,San Carlos
H02050,1783314,3,0,4,2,0,0,0,1,5,41,31,0,3,Santa Ana
H02051,972098,2,0,4,3,0,0,0,1,3,54,43,0,2,San Jorge
H02052,1401556,2,1,7,2,0,0,1,1,5,30,34,0,3,El Bosque
H02053,2188730,3,0,3,1,0,0,1,1,2,38,16,0,5,La Unión
H02054,2925355,3,1,2,1,0,0,1,1,1,42,18,0,4,El Progreso
H02055,757424,1,0,4,0,0,1,1,1,4,64,79,1,4,La Aurora
H02056,2806922,4,1,2,0,1,0,1,1,2,42,6,0,4,Centro
H02057,2594497,2,0,3,1,1,0,0,1,2,16,26,0,5,San Jorge
H02058,1981943,3,0,3,1,0,0,1,1,2,20,28,0,2,San Jorge
H02059,1521323,2,1,4,2,1,0,0,0,4,99,58,0,2,El Carmen
H02060,1536877,2,1,5,2,0,0,0,1,5,58,39,0,3,La Victoria
H02061,814791,2,1,4,2,1,1,0,1,4,58,30,0,1,La Primavera
H02062,1151582,2,1,4,2,0,0,1,1,4,69,43,1,2,La Aurora
H02063,785519,1,1,2,4,0,0,0,0,5,100,33,1,1,Villa Diana
H02064,546118,1,1,3,3,0,0,0,0,5,88,62,0,2,La Primavera
H02065,1783806,2,0,5,0,1,0,1,0,1,19,27,0,5,San Carlos
H02066,1280363,1,1,5,1,0,0,1,1,5,50,30,0,2,Nueva Colombia
H02067,1452241,1,0,4,1,0,0,0,1,3,66,55,0,3,Nueva Colombia
H02068,1462223,3,1,6,3,1,0,0,1,4,21,26,1,3,El Progreso
H02069,2350428,4,0,3,2,0,0,1,1,1,27,19,1,5,Santa Ana
H02070,1821058,2,1,5,1,1,0,1,1,4,12,46,0,3,Nueva Colombia
H02071,1341939,3,0,2,2,0,0,1,1,3,89,11,0,1,La Primavera
H02072,1619885,2,0,6,2,0,0,1,0,5,53,46,1,3,La Unión
H02073,1565126,2,0,5,1,1,0,1,1,3,56,39,0,3,Altos del Sol
H02074,1329072,1,1,7,0,0,0,1,1,4,80,63,0,2,La Victoria
H02075,1418507,1,1,6,2,0,0,1,0,5,38,34,0,2,Centro
H02076,3459557,2,0,4,1,0,0,1,1,2,25,10,0,3,San Carlos
H02077,1056395,1,1,2,1,1,0,1,0,4,71,90,0,3,El Carmen
H02078,1614499,3,0,4,3,0,0,1,1,2,36,24,0,3,Villa Diana
H02079,2431453,3,1,3,1,0,0,0,1,1,24,17,0,4,Buenos Aires
H02080,1295765,1,0,4,2,1,0,0,1,5,13,34,1,4,La Aurora
H02081,1865440,2,0,6,2,0,0,1,1,2,64,24,1,3,La Victoria
H02082,2496468,3,0,4,3,0,0,1,1,2,36,37,0,4,Villa Diana
H02083,1523010,2,1,6,1,1,0,1,0,3,34,23,0,2,El Porvenir
H02084,1256043,2,1,7,0,0,0,1,0,5,61,40,0,4,Buenos Aires
H02085,2255677,3,1,2,1,0,0,0,1,1,26,12,0,4,San Jorge
H02086,2717256,3,0,4,1,0,0,1,1,2,37,3,1,3,La Primavera
H02087,924454,2,0,5,3,1,1,0,0,3,54,39,0,4,Nueva Colombia
H02088,1389330,2,0,4,4,0,0,0,0,5,24,40,1,3,La Aurora
H02089,1920991,3,0,2,3,1,0,1,1,2,23,11,0,3,Las Acacias
H02090,1350648,2,0,4,2,1,0,1,0,3,60,14,0,3,San Carlos
H02091,982735,2,1,8,2,1,0,0,0,5,75,81,1,3,La Victoria
H02092,1016056,1,1,9,2,0,0,0,1,5,94,12,0,2,Buenos Aires
H02093,1797898,3,0,6,1,1,1,0,1,2,40,20,0,2,El Porvenir
H02094,1001462,1,1,5,4,1,0,1,0,4,38,38,1,3,Centro
H02095,657797,1,1,7,2,0,0,0,0,4,96,57,1,3,La Victoria
H02096,3542927,3,0,5,1,0,0,1,1,3,45,19,0,5,Buenos Aires
H02097,1474608,3,0,6,1,0,0,1,1,3,5,16,0,2,Villa Sofía
H02098,928659,2,1,3,2,0,0,0,1,2,69,33,0,2,El Bosque
H02099,814654,3,1,6,1,1,0,0,1,3,34,11,0,1,Villa Diana
H02100,1500189,1,1,7,2,1,0,0,1,4,45,12,0,2,El Bosque
H02101,1016534,1,1,5,2,1,0,1,1,3,40,10,0,3,El Bosque
H02102,1073736,2,0,7,3,0,0,1,1,2,58,36,0,2,Villa Sofía
H02103,918764,2,0,6,2,1,1,0,1,4,68,101,0,3,El Carmen
H02104,3560800,3,0,3,2,0,1,1,1,1,31,32,0,2,La Esperanza
H02105,3533274,3,0,4,2,0,0,1,1,2,20,19,0,4,Buenos Aires
H02106,1238132,3,0,1,2,0,0,0,1,2,33,18,1,2,Altos del Sol
H02107,1536668,2,1,2,3,0,0,1,1,3,50,6,0,2,Santa Ana
H02108,1327140,1,1,2,1,0,0,0,1,3,45,24,1,2,La Primavera
H02109,1389388,1,1,9,4,0,0,1,1,3,30,23,0,2,San Carlos
H02110,1239753,3,1,4,1,0,0,1,1,4,63,34,1,2,Manablanca
H02111,2630632,2,0,3,1,0,0,0,1,2,18,21,0,4,Villa Diana
H02112,1774036,2,0,8,3,0,1,0,1,3,50,36,0,4,El Porvenir
H02113,397736,1,0,4,3,0,0,0,1,1,35,10,1,2,La Esperanza
H02114,2435514,2,0,4,3,0,0,1,1,1,20,14,0,4,La Victoria
H02115,647200,1,1,5,3,0,0,0,0,5,79,56,0,1,El Carmen
H02116,811463,1,1,7,2,0,0,1,0,4,20,76,1,3,La Primavera
H02117,3034660,3,1,3,1,0,0,1,1,2,32,25,1,4,Las Flores
H02118,2052061,3,0,3,2,0,0,1,1,4,58,83,1,1,Manablanca
H02119,2520996,2,0,5,1,0,0,0,1,3,20,17,0,4,Villa Diana
H02120,1429829,2,0,5,1,0,0,0,1,2,36,17,0,2,San Carlos
H02121,1480468,2,1,6,1,0,0,0,1,3,82,23,1,3,Manablanca
H02122,1773051,2,0,3,2,0,0,1,1,2,6,15,0,5,San Luis
H02123,309581,1,1,5,3,1,0,1,1,4,56,108,0,1,La Aurora
H02124,1856541,1,1,7,2,0,0,1,1,4,12,26,0,3,Las Acacias
H02125,2881854,2,1,3,3,0,0,1,1,2,23,5,1,5,San Luis
H02126,1265859,2,0,5,0,1,0,1,0,2,19,24,1,3,La Primavera
H02127,849636,1,0,8,2,1,0,1,1,5,116,19,1,1,La Primavera
H02128,3884038,2,1,4,1,0,0,1,1,1,32,5,0,3,La Victoria
H02129,2146044,2,1,4,1,0,0,1,1,2,4,23,0,2,La Primavera
H02130,2838315,4,0,3,2,0,0,1,1,2,8,25,0,4,La Primavera
H02131,1549581,2,0,4,4,0,1,0,0,3,57,10,0,2,San Jorge
H02132,2008806,3,0,5,4,1,0,1,1,3,45,4,1,3,Bellavista
H02133,3013117,2,0,2,1,0,0,1,1,2,51,16,0,4,El Porvenir
H02134,1869534,3,1,3,2,0,0,0,0,4,54,51,1,4,El Carmen
H02135,1057043,1,1,4,2,0,1,1,1,3,51,7,0,2,Las Flores
H02136,1824469,3,0,6,3,0,0,0,0,2,37,37,1,3,San Luis
H02137,1318919,2,0,2,1,1,0,1,1,4,30,32,0,3,El Porvenir
H02138,2996648,3,0,5,2,0,0,1,1,2,46,29,0,5,Santa Ana
H02139,1399782,3,1,4,2,0,0,0,1,2,49,10,0,4,La Aurora
H02140,1465385,2,1,2,0,1,0,0,1,2,47,47,0,4,Los Pinos
H02141,741589,1,1,1,1,0,0,1,1,3,21,18,1,4,El Bosque
H02142,3463800,2,0,3,2,0,0,1,1,1,20,3,0,4,San Luis
H02143,3270601,3,0,5,2,0,0,1,1,2,31,9,0,3,Las Flores
H02144,1705349,2,0,3,1,1,0,1,1,2,59,89,0,3,El Carmen
H02145,1463745,1,0,7,2,0,0,0,1,5,56,39,0,2,El Bosque
H02146,925910,1,1,3,0,0,0,1,1,3,16,26,0,3,La Primavera
H02147,1442741,2,1,5,2,0,0,1,1,4,35,40,0,2,Altos del Sol
H02148,3109850,2,1,2,2,1,0,1,1,1,34,14,0,3,El Porvenir
H02149,1701822,2,0,5,2,0,0,1,1,2,60,52,0,3,La Primavera
H02150,1654518,1,1,8,2,0,0,1,0,5,123,64,0,1,La Victoria
H02151,1090181,1,0,8,1,0,0,0,0,5,54,6,0,1,Nueva Colombia
H02152,1651690,2,0,2,3,0,0,0,0,4,44,37,0,2,Nueva Colombia
H02153,3138308,3,0,3,1,0,0,1,1,2,51,12,1,5,Buenos Aires
H02154,2942457,2,1,4,1,0,0,1,1,3,29,19,0,3,Santa Ana
H02155,1243839,2,1,6,2,0,0,1,1,5,18,13,1,3,Nueva Colombia
H02156,1352641,2,1,3,2,0,0,1,1,3,62,72,0,2,La Primavera
H02157,566669,2,1,3,2,0,0,0,0,4,71,16,0,1,San Luis
H02158,4018802,3,0,4,0,1,0,1,0,1,17,14,0,5,El Carmen
H02159,1958836,2,1,6,1,0,1,1,0,1,33,11,1,2,San Luis
H02160,1676787,2,0,6,2,0,0,1,1,3,64,22,0,2,Altos del Sol
H02161,773270,1,0,5,3,0,0,0,0,4,141,26,0,2,Buenos Aires
H02162,1190653,1,0,2,3,1,0,1,1,4,9,27,0,2,El Bosque
H02163,1835148,2,1,6,0,0,0,1,0,3,41,29,0,3,La Primavera
H02164,621442,1,1,5,2,1,0,1,1,5,55,30,0,3,San Jorge
H02165,873009,2,0,6,1,1,0,0,1,3,48,25,0,1,Centro
H02166,1286836,1,0,7,3,0,0,1,1,4,28,29,0,4,Bellavista
H02167,2190576,2,0,4,3,1,0,1,1,2,49,3,0,5,San Carlos
H02168,1065216,2,1,6,3,1,0,0,0,3,41,45,0,2,San Carlos
H02169,1041481,2,0,3,1,0,0,0,1,5,26,40,0,3,Las Acacias
H02170,1227864,1,0,2,2,0,0,0,1,5,14,9,0,3,Los Pinos
H02171,743285,2,1,8,1,0,0,0,1,2,32,45,0,3,El Carmen
H02172,792406,2,1,2,1,0,0,0,0,5,167,68,0,2,Nueva Colombia
H02173,1067298,1,0,3,2,0,0,1,1,3,59,33,0,2,Nueva Colombia
H02174,1567032,3,0,6,4,0,0,0,0,4,45,9,0,2,Manablanca
H02175,1475627,1,1,4,1,0,0,1,1,3,23,23,0,1,Las Acacias
H02176,1086280,2,1,6,1,0,0,0,0,3,57,46,0,1,Buenos Aires
H02177,912255,1,0,4,3,0,0,0,0,4,42,37,0,3,Centro
H02178,2721265,3,0,4,1,0,0,1,1,3,12,28,0,4,San Carlos
H02179,1516698,2,0,3,2,1,0,1,0,2,30,42,1,1,San Jorge
H02180,1069927,3,0,4,0,0,0,1,1,3,21,18,0,4,Las Flores
H02181,3331364,2,0,2,1,1,1,1,1,1,24,9,0,5,Centro
H02182,2041353,3,0,7,3,0,0,1,1,5,69,37,1,2,Villa Diana
H02183,2217755,3,0,4,1,0,1,1,1,2,17,12,1,1,Buenos Aires
H02184,1422190,1,0,6,4,0,0,1,1,1,41,41,0,4,Villa Sofía
H02185,2390920,3,0,6,2,0,0,1,1,2,20,52,1,2,Villa Diana
H02186,1168712,3,1,4,1,0,0,1,1,3,51,45,0,3,Altos del Sol
H02187,1911566,2,1,5,1,0,0,1,1,2,49,22,0,4,El Carmen
H02188,1460712,1,0,5,2,1,0,1,0,2,80,53,0,3,Bellavista
H02189,1370189,1,0,4,2,1,1,0,0,3,35,41,0,2,El Carmen
H02190,1566455,1,1,7,2,0,0,1,1,2,39,48,0,1,Altos del Sol
H02191,1788491,2,1,5,3,0,0,1,1,3,49,28,1,3,El Progreso
H02192,2825728,2,0,4,2,0,1,1,0,2,34,17,0,5,Bellavista
H02193,1209704,2,1,7,2,1,0,0,1,5,55,39,0,3,Altos del Sol
H02194,1365874,1,1,6,2,1,0,1,1,4,37,39,0,4,El Bosque
H02195,1371903,1,1,4,1,1,0,0,1,4,86,27,0,3,La Esperanza
H02196,2054867,3,0,5,2,0,0,1,1,3,53,24,1,3,El Bosque
H02197,2229637,3,0,3,2,0,0,1,1,2,16,19,0,4,San Jorge
H02198,1528131,2,0,4,2,0,0,0,1,4,41,36,1,2,La Aurora
H02199,2436939,2,0,4,3,0,0,1,1,1,49,17,0,3,Las Acacias
H02200,2511171,4,1,5,2,0,0,1,1,1,21,7,1,3,Bellavista
H02201,1173478,1,1,8,2,0,1,0,1,1,38,37,0,4,Los Pinos
H02202,2316215,3,1,8,3,1,0,1,1,3,26,37,0,2,Santa Ana
H02203,859578,2,1,4,3,1,0,1,0,4,44,29,0,2,Santa Ana
H02204,2532534,4,1,4,1,0,0,1,0,2,33,15,0,3,Las Acacias
H02205,746166,1,1,1,1,0,0,1,1,3,36,39,1,2,Altos del Sol
H02206,1108871,2,0,4,3,0,0,1,1,3,30,33,0,3,El Bosque
H02207,2167077,2,1,2,0,0,0,1,1,2,43,52,1,3,El Carmen
H02208,1561975,3,1,3,1,1,0,1,0,2,38,31,0,3,Nueva Colombia
H02209,3797354,4,0,2,1,0,0,1,1,1,20,21,0,5,Buenos Aires
H02210,1129060,1,1,9,3,0,0,0,1,5,85,63,1,2,La Victoria
H02211,3311665,3,0,3,1,0,0,1,1,2,28,14,0,5,La Victoria
H02212,884256,1,1,2,4,0,0,1,1,3,39,28,0,3,Las Acacias
H02213,1982891,2,0,7,2,0,1,0,1,4,43,22,0,1,La Esperanza
H02214,2723054,3,0,4,2,0,0,1,1,1,37,14,0,3,Las Acacias
H02215,1312235,2,1,6,0,0,0,0,0,3,42,35,0,3,San Luis
H02216,1074717,2,1,6,1,0,0,1,0,4,66,42,0,3,La Victoria
H02217,2231203,2,0,3,0,0,1,1,1,3,25,28,0,5,La Unión
H02218,2830343,4,0,3,0,1,0,1,1,2,17,5,0,5,San Luis
H02219,3006496,3,1,4,1,0,0,1,0,2,3,11,0,3,Los Pinos
H02220,1045285,3,0,6,3,1,0,1,1,4,37,47,1,1,Las Acacias
H02221,852567,2,1,4,2,0,0,0,1,5,125,83,0,3,Altos del Sol
H02222,3572271,3,0,4,2,0,0,1,1,2,34,3,0,3,San Luis
H02223,2203164,3,1,5,4,1,0,1,0,5,37,29,0,2,La Victoria
H02224,1527923,2,0,1,1,1,0,1,0,3,46,25,0,3,Buenos Aires
H02225,2909646,3,1,2,1,0,0,1,1,1,16,11,1,5,El Progreso
H02226,1617928,2,1,4,3,0,0,1,1,5,5,27,1,2,Santa Ana
H02227,1261058,2,1,5,4,0,0,1,1,4,26,22,1,1,Villa Diana
H02228,1475782,1,1,2,1,1,0,0,1,2,48,22,0,1,Manablanca
H02229,2008086,4,0,2,0,0,0,1,1,1,8,16,1,2,San Jorge
H02230,3395459,3,1,5,1,0,0,1,1,1,34,24,0,4,San Luis
H02231,2612777,2,0,2,2,0,0,1,1,2,34,12,0,4,El Progreso
H02232,2304080,3,0,3,1,0,0,1,1,2,38,37,0,4,La Unión
H02233,1476564,2,0,4,3,1,0,1,1,4,72,21,0,3,El Progreso
H02234,2747592,3,1,4,0,0,0,1,1,3,24,14,0,4,Las Flores
H02235,2910671,3,0,3,4,0,0,1,1,2,22,15,0,4,San Jorge
H02236,1553022,1,1,5,2,0,0,0,1,4,50,23,1,4,El Progreso
H02237,2588996,3,0,9,2,0,0,1,1,2,11,20,0,2,San Luis
H02238,504006,2,1,5,1,0,0,1,0,4,58,56,0,1,Altos del Sol
H02239,3081969,2,0,3,2,0,1,1,1,2,9,4,0,3,El Carmen
H02240,278302,1,1,4,2,1,0,0,1,2,57,49,0,1,La Primavera
H02241,606184,2,1,6,2,0,0,0,0,4,50,41,1,2,Buenos Aires
H02242,706167,1,0,8,1,0,0,0,0,5,89,42,1,1,San Jorge
H02243,1070701,1,0,2,2,0,0,1,0,5,33,35,1,3,El Porvenir
H02244,1079568,1,1,6,3,0,0,1,1,2,41,4,0,3,Centro
H02245,1135375,2,1,4,3,0,0,0,0,4,49,42,1,3,El Carmen
H02246,2727297,4,0,2,1,0,0,1,1,2,19,13,0,4,El Carmen
H02247,1802632,3,0,3,1,0,0,1,1,5,18,69,0,4,Manablanca
H02248,1624838,2,1,7,3,1,0,1,1,2,46,35,0,3,Villa Diana
H02249,2181469,3,0,3,1,0,0,1,1,2,42,9,0,4,La Esperanza
H02250,1584751,1,0,3,2,1,0,0,1,3,70,41,0,2,La Primavera
H02251,1314830,2,0,3,1,1,0,0,1,3,15,25,0,2,San Luis
H02252,2695744,2,0,3,2,1,0,1,1,3,34,19,0,3,San Carlos
H02253,1281235,1,1,5,1,0,0,1,1,3,31,38,1,2,Bellavista
H02254,1761560,2,0,4,4,0,0,1,1,2,5,4,0,2,La Esperanza
H02255,1755398,2,0,7,2,0,0,0,1,5,25,15,0,3,Villa Sofía
H02256,2376061,2,0,10,4,1,0,1,1,2,47,9,0,1,La Primavera
H02257,2732257,2,0,5,0,1,0,1,1,1,11,20,0,5,La Primavera
H02258,1123714,1,1,7,0,0,0,0,1,3,51,52,0,1,Santa Ana
H02259,1359679,2,1,3,2,1,0,1,1,3,18,11,0,3,La Esperanza
H02260,3581306,2,1,3,0,1,0,0,1,1,25,18,0,3,La Unión
H02261,3234964,3,0,2,2,0,0,1,1,2,38,27,0,4,San Carlos
H02262,1256029,2,1,4,2,1,0,0,0,4,46,36,0,2,El Progreso
H02263,555942,2,1,7,5,0,1,1,1,5,50,39,1,2,Altos del Sol
H02264,2829404,4,1,5,1,0,0,1,1,2,42,3,0,3,El Porvenir
H02265,1725610,2,1,6,1,0,0,0,0,3,49,40,0,3,La Esperanza
H02266,990551,2,1,5,3,0,0,0,1,5,140,54,0,3,Manablanca
H02267,2698269,4,0,3,0,0,0,1,1,2,16,23,0,3,Santa Ana
H02268,1059484,1,1,6,0,0,1,0,0,4,63,67,0,1,Altos del Sol
H02269,1449528,3,1,4,1,0,0,1,1,5,30,47,0,3,La Esperanza
H02270,1396268,1,1,4,1,0,1,0,1,5,33,31,0,2,Las Acacias
H02271,1061883,1,1,4,3,0,0,0,0,5,98,104,0,2,Villa Diana
H02272,1714632,2,1,4,1,0,0,0,1,2,65,59,1,3,Villa Sofía
H02273,3060864,3,0,4,1,1,0,1,1,2,14,18,0,4,San Jorge
H02274,2934318,2,1,6,1,0,0,1,1,2,12,22,0,2,El Porvenir
H02275,1617667,1,1,6,2,0,0,0,0,5,70,30,0,1,Centro
H02276,648838,2,1,5,3,1,0,0,1,4,61,55,1,2,Villa Diana
H02277,1844945,1,1,5,2,0,0,1,1,3,61,23,0,4,Santa Ana
H02278,611794,1,1,8,3,0,0,0,0,4,94,67,0,2,La Victoria
H02279,1932677,2,1,3,1,0,0,0,1,4,28,49,0,3,San Carlos
H02280,2406729,4,0,3,2,1,0,1,1,1,33,27,0,4,Las Acacias
H02281,1615163,2,0,5,2,0,0,1,1,4,87,22,1,1,El Bosque
H02282,752679,2,0,3,2,1,0,0,1,5,36,52,0,1,San Luis
H02283,2562032,3,1,2,0,1,0,1,1,1,20,15,0,4,Buenos Aires
H02284,3522315,2,0,2,2,0,0,1,1,1,28,9,0,5,Las Acacias
H02285,651279,1,0,3,4,1,0,1,1,5,48,73,0,2,Villa Diana
H02286,3596937,4,1,2,2,0,0,1,1,2,17,4,1,4,Las Flores
H02287,1523477,3,0,4,1,1,0,1,1,4,104,35,0,4,San Jorge
H02288,1404419,3,1,5,4,0,0,1,1,3,30,10,0,4,La Unión
H02289,2084482,2,1,3,1,0,0,0,0,3,59,35,0,1,La Aurora
H02290,977147,1,1,4,1,1,0,1,0,4,24,38,0,3,Los Pinos
H02291,2531698,2,1,2,2,0,0,1,1,2,46,26,0,3,El Progreso
H02292,1875318,2,1,8,4,0,1,1,1,4,8,38,1,2,Altos del Sol
H02293,722109,2,1,8,2,0,0,1,0,4,67,55,0,3,La Aurora
H02294,2221671,2,0,5,3,0,0,1,1,1,21,27,0,3,Las Flores
H02295,2100727,3,0,6,4,0,0,1,1,2,33,30,0,3,Bellavista
H02296,1820004,3,1,3,3,0,0,1,1,5,84,82,0,3,La Aurora
H02297,2461537,2,0,8,2,0,0,0,1,2,26,24,1,3,Los Pinos
H02298,1926547,2,1,5,4,1,0,0,0,4,47,44,1,3,San Jorge
H02299,2436873,3,0,3,1,0,0,1,1,2,6,24,0,2,Villa Diana
H02300,2497788,3,1,4,3,0,0,0,1,1,7,15,0,4,Las Flores
H02301,2459994,3,1,1,1,0,0,1,0,2,28,14,0,4,Los Pinos
H02302,2090237,1,0,6,3,1,0,1,1,3,48,10,1,2,Las Acacias
H02303,1449491,2,0,3,1,0,0,1,0,3,101,91,0,2,El Bosque
H02304,2404552,2,1,6,1,1,0,0,1,2,53,35,1,1,El Porvenir
H02305,2796766,2,0,3,2,1,0,1,1,1,19,27,0,3,Santa Ana
H02306,2211102,3,0,4,2,0,0,1,1,3,6,16,0,5,Centro
H02307,1912150,3,0,5,0,0,0,0,0,4,73,38,1,3,San Luis
H02308,2307214,3,0,5,2,0,0,0,1,2,20,20,0,4,Los Pinos
H02309,2851461,3,0,4,2,1,0,1,1,1,24,25,0,4,Las Acacias
H02310,1447623,2,1,5,0,1,0,1,1,3,52,25,1,2,El Carmen
H02311,1403627,2,1,5,1,0,0,0,0,4,32,34,0,3,La Victoria
H02312,1815868,2,1,7,2,1,0,0,0,5,65,38,1,1,Las Acacias
H02313,2729458,2,1,4,2,0,0,1,1,2,22,21,1,3,El Carmen
H02314,1859800,2,1,4,2,1,0,1,1,4,34,4,1,3,El Progreso
H02315,1276326,2,0,5,2,1,0,1,0,2,27,19,0,4,Villa Diana
H02316,1174206,1,1,7,3,0,0,0,0,5,107,63,1,1,Buenos Aires
H02317,1949451,2,0,7,3,1,0,0,0,2,37,18,1,2,Las Acacias
H02318,1579588,2,1,5,1,0,0,1,1,2,43,10,1,4,Villa Sofía
H02319,419183,1,0,4,2,0,0,1,1,1,45,24,0,1,Buenos Aires
H02320,2806888,3,1,4,2,1,0,1,1,1,30,19,0,3,El Porvenir
H02321,1054504,3,1,5,1,0,0,1,1,3,37,36,0,2,San Carlos
H02322,1251684,2,1,2,0,0,0,1,0,3,15,22,0,1,La Esperanza
H02323,2082887,3,0,3,2,0,0,1,1,2,32,29,0,4,San Carlos
H02324,1139354,1,1,4,2,0,0,1,0,2,32,30,1,2,San Jorge
H02325,1230830,1,1,3,1,0,0,0,1,5,30,54,1,2,Los Pinos
H02326,1068157,2,1,5,2,1,0,0,1,2,58,42,0,2,Centro
H02327,2240150,2,0,2,1,0,0,1,1,2,17,20,1,3,San Jorge
H02328,1257180,1,0,4,2,0,1,0,1,3,35,22,1,1,Villa Sofía
H02329,2822123,3,0,4,2,0,0,1,1,2,48,18,1,4,El Carmen
H02330,3236487,3,1,4,0,1,0,1,1,2,29,15,0,4,San Jorge
H02331,1752740,2,1,4,2,1,0,1,1,3,44,86,1,2,San Luis
H02332,1647977,1,0,4,1,0,0,0,1,2,55,67,0,3,La Victoria
H02333,999794,1,1,3,4,0,1,1,1,1,22,16,0,3,San Jorge
H02334,1640757,2,0,4,2,0,1,1,1,1,26,36,0,3,Centro
H02335,1327101,2,1,5,1,0,0,1,1,3,42,59,0,2,San Luis
H02336,3511726,2,0,5,1,0,0,1,1,2,43,9,0,4,La Victoria
H02337,1805634,1,0,6,1,0,0,0,1,4,63,33,0,1,El Progreso
H02338,1049875,2,1,9,5,0,0,1,1,2,18,32,0,4,Nueva Colombia
H02339,2279632,3,0,3,1,1,1,1,1,1,21,23,0,5,Centro
H02340,1580462,1,0,6,3,0,0,1,1,3,41,37,0,4,Manablanca
H02341,3589226,3,0,4,2,0,0,1,1,1,37,19,1,5,Bellavista
H02342,984276,2,1,5,1,0,0,0,1,2,51,25,1,2,La Victoria
H02343,1381498,1,1,5,0,0,0,0,1,1,56,59,0,2,Los Pinos
H02344,1196751,1,1,3,0,0,0,1,1,4,39,35,0,2,La Victoria
H02345,963879,2,1,4,4,0,0,1,1,1,52,24,0,2,Las Flores
H02346,1056523,2,0,2,2,0,0,1,1,3,50,6,0,5,El Progreso
H02347,1130447,3,0,5,2,0,0,0,1,2,88,60,1,4,El Bosque
H02348,988790,1,0,4,0,1,0,1,1,3,59,57,0,3,La Aurora
H02349,494313,1,0,1,2,0,0,1,1,2,10,9,0,1,Santa Ana
H02350,759812,1,1,6,1,1,0,0,1,5,87,79,0,1,San Luis
H02351,1291866,1,1,5,2,1,0,1,0,5,42,52,0,1,Bellavista
H02352,1734529,2,1,6,3,0,0,0,0,4,66,57,0,4,Nueva Colombia
H02353,1452238,2,1,6,1,0,0,1,1,3,58,6,0,2,San Carlos
H02354,3617289,4,0,4,0,1,0,1,0,2,31,19,0,4,El Carmen
H02355,874653,1,1,7,1,0,0,0,1,5,32,87,0,1,El Carmen
H02356,1979556,3,0,5,2,0,0,1,1,3,90,72,0,3,Villa Sofía
H02357,2521762,4,0,4,1,0,0,1,1,3,37,24,0,3,El Progreso
H02358,1701893,3,0,3,1,0,0,1,1,2,99,62,0,3,Las Acacias
H02359,983735,1,1,3,1,1,0,1,1,4,55,12,0,2,Manablanca
H02360,1662487,3,0,7,2,1,1,1,1,4,5,4,0,2,San Jorge
H02361,1780687,1,1,6,3,0,0,0,1,2,55,27,0,4,Manablanca
H02362,2098871,2,0,3,1,1,0,1,1,2,26,7,0,2,El Progreso
H02363,2513062,3,0,3,2,0,0,1,1,2,23,18,0,3,El Porvenir
H02364,982208,2,0,6,1,0,0,1,1,5,63,15,0,3,La Primavera
H02365,955362,2,0,4,3,1,0,1,1,1,39,21,0,2,Las Flores
H02366,1902538,2,1,6,5,0,0,0,1,2,50,4,1,4,Santa Ana
H02367,2364311,2,0,6,2,0,0,1,1,4,42,25,0,2,El Progreso
H02368,2212896,2,1,5,1,1,0,1,1,2,66,91,0,3,La Primavera
H02369,1989354,2,0,8,4,1,0,1,1,3,5,36,1,3,Altos del Sol
H02370,1718419,2,1,3,3,0,0,0,1,4,58,40,0,2,Santa Ana
H02371,1956879,1,1,5,2,1,0,1,0,3,43,18,0,3,El Porvenir
H02372,2937138,2,0,3,1,0,1,1,0,2,22,7,0,3,El Carmen
H02373,3065743,2,1,5,1,0,0,1,1,2,13,26,0,3,La Victoria
H02374,1190519,1,1,6,4,1,1,1,1,4,81,56,0,2,Altos del Sol
H02375,1758699,1,0,5,1,0,0,1,0,4,70,32,1,2,Las Flores
H02376,1474585,2,1,3,2,0,0,1,1,5,67,30,1,2,San Carlos
H02377,2667137,2,0,3,0,0,0,1,1,3,71,11,0,5,Las Acacias
H02378,1460622,1,1,5,0,0,0,0,1,2,111,50,0,1,La Victoria
H02379,1349087,1,1,6,4,0,0,1,1,3,5,24,0,2,La Esperanza
H02380,951664,2,0,4,2,0,0,1,0,3,71,20,1,1,La Primavera
H02381,3033139,4,0,3,0,0,0,1,1,2,39,5,0,5,La Unión
H02382,1100176,1,1,4,2,1,0,0,0,4,44,69,0,1,San Jorge
H02383,1650804,2,0,4,5,0,0,1,0,5,68,8,0,2,El Progreso
H02384,1388542,1,0,3,0,0,0,0,1,5,8,26,1,1,El Carmen
H02385,2346904,3,0,3,0,0,0,1,1,1,43,3,0,3,Villa Diana
H02386,2005218,2,0,4,3,1,0,1,1,3,54,49,1,1,San Luis
H02387,779763,1,1,3,3,1,0,1,1,4,27,37,0,2,San Jorge
H02388,1005391,1,0,5,3,0,0,1,1,3,50,22,0,2,La Esperanza
H02389,2122436,2,1,2,1,0,0,0,1,1,14,17,0,3,La Unión
H02390,1030252,3,1,7,2,0,0,0,1,4,56,34,0,3,San Jorge
